t,LDV
0.0011833,-1.51167602539063e-05
0.0011834,-1.62265930175781e-05
0.0011835,-4.62936401367187e-06
0.0011836,-1.5125732421875e-06
0.0011837,-3.13058471679688e-06
0.0011838,-1.95658569335937e-05
0.0011839,-2.55483703613281e-05
0.001184,-2.8870361328125e-05
0.0011841,-3.72076416015625e-05
0.0011842,-3.49463500976563e-05
0.0011843,-2.182275390625e-05
0.0011844,-6.03176879882813e-06
0.0011845,1.69032897949219e-05
0.0011846,4.87351379394531e-05
0.0011847,0.000101868316650391
0.0011848,0.000117082977294922
0.0011849,0.000151352294921875
0.001185,0.000189612487792969
0.0011851,0.000209459594726563
0.0011852,0.000214971160888672
0.0011853,0.00021665087890625
0.0011854,0.00021833251953125
0.0011855,0.000198987487792969
0.0011856,0.000192415344238281
0.0011857,0.000182885894775391
0.0011858,0.000162423736572266
0.0011859,0.000142786193847656
0.001186,0.000129611907958984
0.0011861,9.8548095703125e-05
0.0011862,8.39151916503906e-05
0.0011863,5.68712463378906e-05
0.0011864,4.03106079101562e-05
0.0011865,2.32626953125e-05
0.0011866,1.63883972167969e-05
0.0011867,1.16838073730469e-05
0.0011868,9.21844482421875e-06
0.0011869,-2.9730224609375e-07
0.001187,-5.1202392578125e-06
0.0011871,-3.06803894042969e-05
0.0011872,-3.64742736816406e-05
0.0011873,-6.35301818847656e-05
0.0011874,-5.95072326660156e-05
0.0011875,-6.27519226074219e-05
0.0011876,-5.1222412109375e-05
0.0011877,-2.65399169921875e-05
0.0011878,-1.89356079101562e-05
0.0011879,1.07412719726563e-05
0.001188,9.495849609375e-06
0.0011881,1.37156372070313e-05
0.0011882,9.64483642578125e-06
0.0011883,1.73067932128906e-05
0.0011884,2.42255249023438e-05
0.0011885,2.64909973144531e-05
0.0011886,2.59808349609375e-05
0.0011887,3.15697021484375e-05
0.0011888,1.77339172363281e-05
0.0011889,3.90401000976563e-05
0.001189,2.54891052246094e-05
0.0011891,2.32143249511719e-05
0.0011892,2.72524108886719e-05
0.0011893,3.57587280273438e-05
0.0011894,3.25143432617188e-05
0.0011895,3.46834716796875e-05
0.0011896,2.46527099609375e-05
0.0011897,1.82450256347656e-05
0.0011898,1.38699035644531e-05
0.0011899,1.16552734375e-06
0.00119,-6.2298583984375e-07
0.0011901,-1.5089111328125e-06
0.0011902,1.67416687011719e-05
0.0011903,2.93532409667969e-05
0.0011904,4.21535034179688e-05
0.0011905,5.37357788085938e-05
0.0011906,7.29411926269531e-05
0.0011907,8.51703491210938e-05
0.0011908,8.29338684082031e-05
0.0011909,8.9622314453125e-05
0.001191,8.49367980957031e-05
0.0011911,9.25754699707031e-05
0.0011912,9.03736267089844e-05
0.0011913,8.36741943359375e-05
0.0011914,7.94217529296875e-05
0.0011915,8.25292663574219e-05
0.0011916,6.29172973632813e-05
0.0011917,7.03809204101563e-05
0.0011918,7.03190307617187e-05
0.0011919,7.4663330078125e-05
0.001192,8.38387756347656e-05
0.0011921,8.78606872558594e-05
0.0011922,9.37304992675781e-05
0.0011923,0.000108116546630859
0.0011924,0.000128687225341797
0.0011925,0.000131322082519531
0.0011926,0.000126589538574219
0.0011927,0.000130248901367188
0.0011928,0.000139455444335938
0.0011929,0.000128457122802734
0.001193,0.000109809783935547
0.0011931,8.29487915039062e-05
0.0011932,5.86372680664062e-05
0.0011933,2.79459533691406e-05
0.0011934,2.19577026367188e-06
0.0011935,5.34527587890625e-06
0.0011936,1.31818542480469e-05
0.0011937,1.80409545898437e-05
0.0011938,3.06356811523438e-05
0.0011939,3.47967529296875e-05
0.001194,4.50379638671875e-05
0.0011941,3.74000854492188e-05
0.0011942,3.72263793945313e-05
0.0011943,2.67036743164063e-05
0.0011944,2.47819519042969e-05
0.0011945,1.72585144042969e-05
0.0011946,1.45661010742188e-05
0.0011947,2.22936706542969e-05
0.0011948,2.62367858886719e-05
0.0011949,4.15292663574219e-05
0.001195,4.12360229492187e-05
0.0011951,4.451171875e-05
0.0011952,3.18465576171875e-05
0.0011953,4.55951232910156e-05
0.0011954,3.34881591796875e-05
0.0011955,2.40774841308594e-05
0.0011956,2.54244384765625e-05
0.0011957,1.31986694335938e-05
0.0011958,3.49195556640625e-05
0.0011959,4.74617004394531e-05
0.001196,5.60079650878906e-05
0.0011961,7.63309326171875e-05
0.0011962,8.25340270996094e-05
0.0011963,9.480810546875e-05
0.0011964,9.89433898925781e-05
0.0011965,9.34244995117187e-05
0.0011966,9.89837036132813e-05
0.0011967,9.83106994628906e-05
0.0011968,9.67325744628906e-05
0.0011969,9.92325744628906e-05
0.001197,9.47163391113281e-05
0.0011971,8.57042846679688e-05
0.0011972,8.93711853027344e-05
0.0011973,7.92291259765625e-05
0.0011974,8.30404663085938e-05
0.0011975,6.42174682617187e-05
0.0011976,6.50812072753906e-05
0.0011977,5.43204040527344e-05
0.0011978,4.437255859375e-05
0.0011979,3.42901000976563e-05
0.001198,1.77978820800781e-05
0.0011981,5.34164428710937e-06
0.0011982,-4.09573364257812e-06
0.0011983,-1.59417419433594e-05
0.0011984,-7.228759765625e-06
0.0011985,1.03906860351563e-05
0.0011986,2.66851806640625e-05
0.0011987,5.19242553710938e-05
0.0011988,6.53752746582031e-05
0.0011989,6.66828002929688e-05
0.001199,8.2818115234375e-05
0.0011991,8.45775451660156e-05
0.0011992,7.01699829101562e-05
0.0011993,6.95323791503906e-05
0.0011994,5.58573608398438e-05
0.0011995,3.93570861816406e-05
0.0011996,4.34195861816406e-05
0.0011997,3.10337219238281e-05
0.0011998,2.94957275390625e-05
0.0011999,3.29772338867187e-05
0.0012,4.35818176269531e-05
0.0012001,4.1394287109375e-05
0.0012002,5.41006164550781e-05
0.0012003,5.10025939941406e-05
0.0012004,5.61927185058594e-05
0.0012005,5.21103515625e-05
0.0012006,6.52504272460938e-05
0.0012007,6.63050842285156e-05
0.0012008,5.87692260742187e-05
0.0012009,6.29194641113281e-05
0.001201,6.21685180664063e-05
0.0012011,6.23750610351563e-05
0.0012012,6.9157470703125e-05
0.0012013,5.41279602050781e-05
0.0012014,6.57846984863281e-05
0.0012015,4.76288757324219e-05
0.0012016,3.78337097167969e-05
0.0012017,3.14400939941406e-05
0.0012018,2.21239624023437e-05
0.0012019,1.91849060058594e-05
0.001202,3.41275024414063e-05
0.0012021,2.90603942871094e-05
0.0012022,3.9573974609375e-05
0.0012023,4.53377075195313e-05
0.0012024,5.03773803710938e-05
0.0012025,3.310791015625e-05
0.0012026,4.55106811523438e-05
0.0012027,5.18643493652344e-05
0.0012028,4.10857849121094e-05
